set_code,product_id,name,variant_codes
AQ,83797,Bellossom (H5),H
AQ,83804,Bellsprout (45),"N,RH"
AQ,83806,Bellsprout (68),"N,RH"
AQ,83919,Blissey,"N,RH"
AQ,83920,Blissey (H6),H
AQ,83937,Boost Energy,"N,RH"
AQ,84171,Chansey,"N,RH"
AQ,84301,Chinchou (70),"N,RH"
AQ,84302,Chinchou (71),"N,RH"
AQ,84518,Crystal Energy,"N,RH"
AQ,84528,Cubone,"N,RH"
AQ,84675,Darkness Cube 01,"N,RH"
AQ,84696,Darkness Energy,"N,RH"
AQ,84848,Dodrio,"N,RH"
AQ,84859,Doduo,"N,RH"
AQ,84870,Donphan,"N,RH"
AQ,84971,Drowzee (74a),"N,RH"
AQ,84972,Drowzee (74b),"N,RH"
AQ,85080,Eevee,N
AQ,85147,Electrode (H7),H
AQ,85148,Electrode,"N,RH"
AQ,85167,Elekid,"N,RH"
AQ,85253,Energy Switch,"N,RH"
AQ,85267,Entei (H8),H
AQ,85268,Entei,"N,RH"
AQ,85317,Espeon (H9),H
AQ,85318,Espeon,"N,RH"
AQ,85344,Exeggcute (76),"N,RH"
AQ,85345,Exeggcute (77),"N,RH"
AQ,85353,Exeggutor (H10),H
AQ,85354,Exeggutor (12),"N,RH"
AQ,85356,Exeggutor (13),"N,RH"
AQ,85432,Fighting Cube 01,"N,RH"
AQ,85451,Fire Cube 01,"N,RH"
AQ,85477,Flaaffy,"N,RH"
AQ,85541,Forest Guardian,"N,RH"
AQ,85590,Furret,"N,RH"
AQ,85780,Gloom,"N,RH"
AQ,85804,Goldeen,"N,RH"
AQ,85813,Golduck (50a),"N,RH"
AQ,85814,Golduck (50b),"N,RH"
AQ,85868,Grass Cube 01,"N,RH"
AQ,85907,Grimer,"N,RH"
AQ,85949,Growlithe (51),"N,RH"
AQ,85953,Growlithe (80),N
AQ,86040,Healing Berry,"N,RH"
AQ,86091,Hitmonchan,"N,RH"
AQ,86113,Hitmontop,N
AQ,86178,Hoppip,"N,RH"
AQ,86186,Horsea (84),N
AQ,86187,Horsea (85),"N,RH"
AQ,86199,Houndoom (H11),H
AQ,86202,Houndoom (14),"N,RH"
AQ,86203,Houndoom (15),"N,RH"
AQ,86221,Houndour (86),"N,RH"
AQ,86222,Houndour (87),"N,RH"
AQ,86248,Hypno (H12),H
AQ,86249,Hypno,"N,RH"
AQ,86360,Juggler,"N,RH"
AQ,86363,Jumpluff (H13),H
AQ,86364,Jumpluff,"N,RH"
AQ,86370,Jynx,"N,RH"
AQ,86420,Kangaskhan,"N,RH"
AQ,86441,Kingdra (H14),H
AQ,86443,Kingdra (19),"N,RH"
AQ,86444,Kingdra (148),H
AQ,86599,Lanturn (H15),H
AQ,86600,Lanturn (20),"N,RH"
AQ,86601,Lanturn (21),"N,RH"
AQ,86634,Larvitar,"N,RH"
AQ,86718,Lickitung,"N,RH"
AQ,86754,Lightning Cube 01,"N,RH"
AQ,86905,Lugia,H
AQ,87066,Magnemite (52),"N,RH"
AQ,87071,Magnemite (91),"N,RH"
AQ,87094,Magneton (H16),H
AQ,87097,Magneton,"N,RH"
AQ,87172,Mankey,"N,RH"
AQ,87195,Mareep,"N,RH"
AQ,87212,Marill,"N,RH"
AQ,87225,Marowak,"N,RH"
AQ,87307,Memory Berry,"N,RH"
AQ,87348,Metal Cube 01,"N,RH"
AQ,87369,Metal Energy,"N,RH"
AQ,87462,Miltank,"N,RH"
AQ,87590,Mr. Mime (95a),"N,RH"
AQ,87591,Mr. Mime (95b),"N,RH"
AQ,87619,Muk (H17),H
AQ,87620,Muk,"N,RH"
AQ,87692,Nidoking (H18),H
AQ,87693,Nidoking (24),"N,RH"
AQ,87695,Nidoking (150),H
AQ,87725,Nidoran M,"N,RH"
AQ,87742,Nidorino,"N,RH"
AQ,87767,Ninetales (H19),H
AQ,87768,Ninetales,"N,RH"
AQ,87828,Octillery (H20),H
AQ,87829,Octillery,"N,RH"
AQ,87839,Oddish,"N,RH"
AQ,87878,Onix,"N,RH"
AQ,87949,Paras,"N,RH"
AQ,87954,Parasect,"N,RH"
AQ,87998,Phanpy,"N,RH"
AQ,88134,Pinsir,"N,RH"
AQ,88225,Pokemon Fan Club,N
AQ,88230,Pokemon Park,"N,RH"
AQ,88283,Ponyta,"N,RH"
AQ,88306,Porygon (103a),"N,RH"
AQ,88307,Porygon (103b),"N,RH"
AQ,88323,Porygon2,"N,RH"
AQ,88354,Power Plant,"N,RH"
AQ,88359,Primeape,"N,RH"
AQ,88412,Psychic Cube 01,"N,RH"
AQ,88435,Psyduck,"N,RH"
AQ,88446,Pupitar,"N,RH"
AQ,88467,Quagsire,"N,RH"
AQ,88552,Rainbow Energy,"N,RH"
AQ,88577,Rapidash,"N,RH"
AQ,88694,Remoraid,"N,RH"
AQ,88957,Scizor (H21),H
AQ,88959,Scizor,"N,RH"
AQ,88996,Scyther (57),"N,RH"
AQ,88997,Scyther (106),"N,RH"
AQ,89010,Seadra,"N,RH"
AQ,89024,Seaking,"N,RH"
AQ,89056,Seer,"N,RH"
AQ,89063,Sentret,"N,RH"
AQ,89254,Skiploom,N
AQ,89302,Slowbro,"N,RH"
AQ,89313,Slowking,"N,RH"
AQ,89325,Slowpoke,"N,RH"
AQ,89352,Smeargle,"N,RH"
AQ,89360,Smoochum,"N,RH"
AQ,89368,Sneasel,"N,RH"
AQ,89451,Spinarak (62),"N,RH"
AQ,89454,Spinarak (111),"N,RH"
AQ,89557,Steelix (H23),H
AQ,89560,Steelix,"N,RH"
AQ,89589,Sudowoodo (H24),H
AQ,89591,Sudowoodo,"N,RH"
AQ,89598,Suicune (H25),H
AQ,89600,Suicune,"N,RH"
AQ,89627,Super Energy Removal 2,"N,RH"
AQ,89741,Tangela,"N,RH"
AQ,89865,Tentacool,"N,RH"
AQ,89871,Tentacruel (H26),H
AQ,89872,Tentacruel,"N,RH"
AQ,89919,Time Shard,"N,RH"
AQ,89931,Togepi,"N,RH"
AQ,89940,Togetic (H27),H
AQ,89941,Togetic,"N,RH"
AQ,90006,Town Volunteers,"N,RH"
AQ,90030,Traveling Salesman,"N,RH"
AQ,90114,Tyranitar (H28),H
AQ,90117,Tyranitar,"N,RH"
AQ,90127,Tyrogue,"N,RH"
AQ,90139,Umbreon (H29),H
AQ,90143,Umbreon,"N,RH"
AQ,90158,Undersea Ruins,"N,RH"
AQ,90360,Victreebel (H30),H
AQ,90361,Victreebel,"N,RH"
AQ,90377,Vileplume (H31),H
AQ,90378,Vileplume,"N,RH"
AQ,90407,Voltorb (64),"N,RH"
AQ,90412,Voltorb (115),"N,RH"
AQ,90435,Vulpix,"N,RH"
AQ,90472,Warp Energy,"N,RH"
AQ,90500,Water Cube 01,"N,RH"
AQ,90530,Weakness Guard,"N,RH"
AQ,90551,Weepinbell,"N,RH"
AQ,90630,Wooper (66),"N,RH"
AQ,90633,Wooper (117),N
AQ,90715,Zapdos (H32),H
AQ,90716,Zapdos,"N,RH"
AR,83470,Aerodactyl,"N,RH"
AR,83592,Arceus (AR1),H
AR,83593,Arceus (AR2),H
AR,83594,Arceus (AR3),H
AR,83595,Arceus (AR4),H
AR,83596,Arceus (AR5),H
AR,83597,Arceus (AR6),H
AR,83598,Arceus (AR7),H
AR,83599,Arceus (AR8),H
AR,83600,Arceus (AR9),H
AR,83602,Arceus Lv.X (94),H
AR,83603,Arceus Lv.X (95),H
AR,83604,Arceus Lv.X (96),H
AR,83699,Bagon,"N,RH"
AR,83700,Bagon (Shiny),RH
AR,83776,Beedrill G,"N,RH"
AR,83777,Beginning Door,"N,RH"
AR,83811,Bench Shield,"N,RH"
AR,83995,Bronzong (14),"N,RH"
AR,83996,Bronzong (33),"N,RH"
AR,84004,Bronzor (34),"N,RH"
AR,84005,Bronzor (54),"N,RH"
AR,84014,Buffer Piece,"N,RH"
AR,84044,Buneary,"N,RH"
AR,84051,Burmy Plant Cloak,"N,RH"
AR,84055,Burmy Sandy Cloak,"N,RH"
AR,84057,Burmy Trash Cloak,"N,RH"
AR,84191,Charizard,"H,RH"
AR,84217,Charmander,"N,RH"
AR,84233,Charmeleon,"N,RH"
AR,84255,Cherrim,"N,RH"
AR,84263,Cherubi,"N,RH"
AR,84478,Croagunk,N
AR,84780,Department Store Girl,"N,RH"
AR,84869,Dome Fossil,"N,RH"
AR,85142,Electrike (62),"N,RH"
AR,85143,Electrike (63),"N,RH"
AR,85229,Energy Restore,"N,RH"
AR,85369,Expert Belt,"N,RH"
AR,85573,Froslass,"H,RH"
AR,85654,Gastly (36),"N,RH"
AR,85655,Gastly (64),"N,RH"
AR,85677,Gengar (16),"N,RH"
AR,85678,Gengar (17),"N,RH"
AR,85682,Gengar Lv.X,H
AR,85693,Geodude,"N,RH"
AR,85756,Glalie,"N,RH"
AR,85829,Golem,"N,RH"
AR,85894,Graveler,"N,RH"
AR,85943,Grovyle (38),"N,RH"
AR,85944,Grovyle (39),"N,RH"
AR,85978,Gulpin (40),"N,RH"
AR,85979,Gulpin (66),"N,RH"
AR,86015,Hariyama,"N,RH"
AR,86029,Haunter (41),"N,RH"
AR,86030,Haunter (42),"N,RH"
AR,86050,Heatran,"H,RH"
AR,86058,Helix Fossil,"N,RH"
AR,86387,Kabuto,"N,RH"
AR,86400,Kabutops,"H,RH"
AR,86827,Lopunny,"N,RH"
AR,86892,Lucky Egg,"N,RH"
AR,86942,Luxio,"N,RH"
AR,86949,Luxray,"H,RH"
AR,87132,Makuhita,"N,RH"
AR,87163,Manectric (22),"N,RH"
AR,87164,Manectric (44),"N,RH"
AR,87583,Mothim,"H,RH"
AR,87803,Nosepass,"N,RH"
AR,87849,Old Amber,"N,RH"
AR,87861,Omanyte,"N,RH"
AR,87871,Omastar,"N,RH"
AR,87978,Pelipper (24),"N,RH"
AR,87979,Pelipper (45),"N,RH"
AR,88021,Pichu,"N,RH"
AR,88094,Pikachu,"N,RH"
AR,88289,Ponyta (46),"N,RH"
AR,88290,Ponyta (72),"N,RH"
AR,88291,Ponyta (Shiny),RH
AR,88320,Porygon-Z G,"N,RH"
AR,88378,Probopass,"H,RH"
AR,88406,Professor Oak's Visit,"N,RH"
AR,88516,Raichu,"N,RH"
AR,88585,Rapidash (28),"N,RH"
AR,88586,Rapidash (47),"N,RH"
AR,88605,Raticate,"N,RH"
AR,88619,Rattata,"N,RH"
AR,88899,Salamence,"H,RH"
AR,88906,Salamence Lv.X,H
AR,88951,Sceptile (30),"N,RH"
AR,88952,Sceptile (31),"N,RH"
AR,89129,Shelgon,"N,RH"
AR,89177,Shinx,"N,RH"
AR,89178,Shinx (Shiny),RH
AR,89403,Snorunt,"N,RH"
AR,89466,Spiritomb,"N,RH"
AR,89674,Swalot,"H,RH"
AR,89746,Tangela (76),"N,RH"
AR,89747,Tangela (77),"N,RH"
AR,89753,Tangrowth,"H,RH"
AR,89757,Tangrowth Lv.X,H
AR,90009,Toxicroak,"H,RH"
AR,90041,Treecko (78),"N,RH"
AR,90042,Treecko (79),"N,RH"
AR,90133,Ultimate Zone,"N,RH"
AR,90610,Wingull (80),"N,RH"
AR,90611,Wingull (81),"N,RH"
AR,90641,Wormadam Plant Cloak,"N,RH"
AR,90644,Wormadam Sandy Cloak,"N,RH"
AR,90646,Wormadam Trash Cloak,"N,RH"
AR,90726,Zapdos G,"H,RH"
ASC,666906,Mega Evolution: Ascended Heroes Collection - Erika,N
ASC,666907,Mega Evolution: Ascended Heroes Collection - Larry,N
ASC,666908,Mega Evolution: Ascended Heroes Tech Sticker Collection - Charmander,N
ASC,666909,Mega Evolution: Ascended Heroes Tech Sticker Collection - Gastly,N
ASC,668496,Ascended Heroes Elite Trainer Box,N
ASC,668497,Ascended Heroes Pokemon Center Elite Trainer Box (Exclusive),N
ASC,668530,Ascended Heroes Mini Tins 5-Pack,N
ASC,668531,Ascended Heroes Mini Tin [Pikachu & Tepig],N
ASC,668532,Ascended Heroes Mini Tin [Riolu & Darumaka],N
ASC,668533,Ascended Heroes Mini Tin [Zorua & Cramorant],N
ASC,668534,Ascended Heroes Mini Tin [Togepi & Totodile],N
ASC,668535,Ascended Heroes Mini Tin [Clefairy & Chikorita],N
ASC,668536,Premium Poster Collection: Mega Lucario,N
ASC,668537,Premium Poster Collection: Mega Gardevoir,N
ASC,668541,Ascended Heroes Booster Bundle,N
ASC,672391,Ascended Heroes First Partners Deluxe Pin Collection,N
ASC,672392,Ascended Heroes First Partners Deluxe Pin Collection Case,N
ASC,672434,Ascended Heroes Booster Pack,N
ASC,672733,Ascended Heroes Mega Meganium ex Box,N
ASC,672734,Ascended Heroes Mega Emboar ex Box,N
ASC,672735,Ascended Heroes Mega Feraligatr ex Box,N
ASC,672737,Ascended Heroes Mega ex Boxes Case,N
ASC,675813,Erika's Oddish,N
ASC,675814,Erika's Gloom,N
ASC,675815,Erika's Vileplume ex,H
ASC,675816,Erika's Bellsprout,N
ASC,675817,Erika's Weepinbell,N
ASC,675818,Erika's Victreebel,H
ASC,675819,Erika's Tangela - 007/217,N
ASC,675820,Chikorita,N
ASC,675821,Bayleef,N
ASC,675822,Mega Meganium ex - 010/217,H
ASC,675823,Wurmple,N
ASC,675824,Silcoon,N
ASC,675825,Beautifly - 013/217,N
ASC,675826,Cascoon,N
ASC,675827,Dustox - 015/217,N
ASC,675828,Budew - 016/217,N
ASC,675829,Grubbin,N
ASC,675830,Team Rocket's Tarountula,N
ASC,675831,Team Rocket's Spidops,H
ASC,675832,Charmander,N
ASC,675833,Charmeleon,N
ASC,675834,Mega Charizard Y ex - 022/217,H
ASC,675835,Ethan's Slugma,N
ASC,675836,Ethan's Magcargo - 024/217,H
ASC,675837,Entei,H
ASC,675838,Ethan's Ho-Oh ex,H
ASC,675839,Numel - 027/217,N
ASC,675840,Camerupt,N
ASC,675841,Tepig,N
ASC,675842,Pignite,N
ASC,675843,Mega Emboar ex - 031/217,H
ASC,675844,N's Darumaka,N
ASC,675845,N's Darmanitan,N
ASC,675846,Salandit,N
ASC,675847,Salazzle - 035/217,N
ASC,675848,Scorbunny - 036/217,N
ASC,675849,Raboot,N
ASC,675850,Cinderace ex,H
ASC,675851,Psyduck - 039/217,N
ASC,675852,Golduck,N
ASC,675853,Totodile,N
ASC,675854,Croconaw,N
ASC,675855,Mega Feraligatr ex - 043/217,H
ASC,675856,Sneasel,N
ASC,675857,Weavile - 045/217,N
ASC,675858,Snorunt - 046/217,N
ASC,675859,Mega Froslass ex - 047/217,H
ASC,675860,Regice ex,H
ASC,675861,N's Vanillite,N
ASC,675862,N's Vanillish,N
ASC,675863,N's Vanilluxe,N
ASC,675864,Snom,N
ASC,675865,Frosmoth,N
ASC,675866,Glastrier,N
ASC,675867,Pikachu,N
ASC,675868,Raichu,N
ASC,675869,Pikachu ex - 057/217,H
ASC,675870,Voltorb ex,H
ASC,675871,Tynamo,N
ASC,675872,Eelektrik,N
ASC,675873,Mega Eelektross ex - 061/217,H
ASC,675874,Stunfisk,N
ASC,675875,Helioptile,N
ASC,675876,Heliolisk - 064/217,N
ASC,675877,Charjabug,N
ASC,675878,Vikavolt - 066/217,N
ASC,675879,Tapu Koko,H
ASC,675880,Hop's Pincurchin ex,H
ASC,675881,Iono's Tadbulb,N
ASC,675882,Iono's Bellibolt ex - 070/217,H
ASC,675883,Iono's Wattrel - 071/217,N
ASC,675884,Iono's Kilowattrel,H
ASC,675885,Miraidon ex,H
ASC,675886,Clefairy,N
ASC,675887,Clefable,N
ASC,675888,Lillie's Clefairy ex - 076/217,H
ASC,675889,Team Rocket's Exeggcute,N
ASC,675890,Team Rocket's Exeggutor,H
ASC,675891,Team Rocket's Mewtwo ex - 079/217,H
ASC,675892,Togepi,N
ASC,675893,Togetic,N
ASC,675894,Togekiss - 082/217,H
ASC,675895,Marill - 083/217,N
ASC,675896,Azumarill ex,H
ASC,675897,Misdreavus - 085/217,N
ASC,675898,Mismagius,H
ASC,675899,Ralts,N
ASC,675900,Kirlia,N
ASC,675901,Mega Gardevoir ex,H
ASC,675902,Shuppet,N
ASC,675903,Banette - 091/217,N
ASC,675904,Rotom,N
ASC,675905,Swirlix,N
ASC,675906,Slurpuff - 094/217,N
ASC,675907,Hop's Phantump,N
ASC,675908,Hop's Trevenant - 096/217,H
ASC,675909,Team Rocket's Mimikyu - 097/217,N
ASC,675910,Spectrier,H
ASC,675911,Munkidori,H
ASC,675912,Team Rocket's Diglett,N
ASC,675913,Team Rocket's Dugtrio - 101/217,N
ASC,675914,Hitmontop - 102/217,N
ASC,675915,Meditite,N
ASC,675916,Medicham - 104/217,N
ASC,675917,Lunatone,H
ASC,675918,Solrock,N
ASC,675919,Regirock ex,H
ASC,675920,Groudon,H
ASC,675921,Cynthia's Gible,N
ASC,675922,Cynthia's Gabite,N
ASC,675923,Cynthia's Garchomp ex,H
ASC,675924,Riolu,N
ASC,675925,Mega Lucario ex,H
ASC,675926,Stunfisk ex - 114/217,H
ASC,675927,Pancham,N
ASC,675928,Mega Hawlucha ex - 116/217,H
ASC,675929,Carbink - 117/217,N
ASC,675930,Rolycoly,N
ASC,675931,Carkol,N
ASC,675932,Coalossal,H
ASC,675933,Koraidon ex,H
ASC,675934,Okidogi,H
ASC,675935,Gastly,N
ASC,675936,Haunter,N
ASC,675937,Mega Gengar ex - 125/217,H
ASC,675938,Team Rocket's Murkrow,N
ASC,675939,Team Rocket's Honchkrow,H
ASC,675940,Poochyena,N
ASC,675941,Mightyena - 129/217,N
ASC,675942,Galarian Zigzagoon,N
ASC,675943,Galarian Linoone,N
ASC,675944,Galarian Obstagoon - 132/217,N
ASC,675945,Cynthia's Spiritomb - 133/217,N
ASC,675946,Scraggy,N
ASC,675947,Mega Scrafty ex - 135/217,H
ASC,675948,N's Zorua,N
ASC,675949,N's Zoroark ex - 137/217,H
ASC,675950,Vullaby,N
ASC,675951,Mandibuzz ex,H
ASC,675952,Pangoro,N
ASC,675953,Hoopa,H
ASC,675954,Fezandipiti ex - 142/217,H
ASC,675955,Pecharunt,H
ASC,675956,Mawile - 144/217,N
ASC,675957,Registeel ex,H
ASC,675958,Pawniard,N
ASC,675959,Bisharp,N
ASC,675960,Kingambit,H
ASC,675961,Togedemaru ex,H
ASC,675962,Dratini,N
ASC,675963,Dragonair,N
ASC,675964,Mega Dragonite ex - 152/217,H
ASC,675965,Rayquaza,H
ASC,675966,N's Reshiram,H
ASC,675967,N's Zekrom,H
ASC,675968,Noibat,N
ASC,675969,Noivern,N
ASC,675970,Dreepy - 158/217,N
ASC,675971,Drakloak - 159/217,N
ASC,675972,Dragapult ex,H
ASC,675973,Team Rocket's Meowth,N
ASC,675974,Team Rocket's Kangaskhan ex,H
ASC,675975,Larry's Dunsparce,N
ASC,675976,Larry's Dudunsparce ex,H
ASC,675977,Skitty,N
ASC,675978,Delcatty,N
ASC,675979,Zangoose ex,H
ASC,675980,Larry's Starly,N
ASC,675981,Larry's Staravia,N
ASC,675982,Larry's Staraptor - 170/217,H
ASC,675983,Fan Rotom - 171/217,N
ASC,675984,Mega Audino ex - 172/217,H
ASC,675985,Larry's Rufflet,N
ASC,675986,Larry's Braviary,N
ASC,675987,Larry's Komala,N
ASC,675988,Drampa,N
ASC,675989,Hop's Cramorant,N
ASC,675990,Terapagos,H
ASC,675991,Terapagos ex,H
ASC,675992,Acerola's Mischief,"N,RH"
ASC,675993,Air Balloon,"N,RH"
ASC,675994,Anthea & Concordia - 182/217,"N,RH"
ASC,675995,Boss's Orders [Corbeau] - 183/217,"N,RH"
ASC,675996,Buddy-Buddy Poffin,"N,RH"
ASC,675997,Canari - 185/217,"N,RH"
ASC,675998,Counter Gain - 186/217,"N,RH"
ASC,675999,Fighting Gong,"N,RH"
ASC,676000,Forest of Vitality,"N,RH"
ASC,676001,Glass Trumpet - 189/217,"N,RH"
ASC,676002,Iris's Fighting Spirit - 190/217,"N,RH"
ASC,676003,Light Ball,"N,RH"
ASC,676004,Lillie's Determination,"N,RH"
ASC,676005,Mega Signal,"N,RH"
ASC,676006,Mystery Garden,"N,RH"
ASC,676007,N's PP Up - 195/217,"N,RH"
ASC,676008,Night Stretcher,"N,RH"
ASC,676009,Nighttime Mine,"N,RH"
ASC,676010,Poke Pad,"N,RH"
ASC,676011,Premium Power Pro,"N,RH"
ASC,676012,Surfer - 200/217,"N,RH"
ASC,676013,Team Rocket's Archer,"N,RH"
ASC,676014,Team Rocket's Ariana,"N,RH"
ASC,676015,Team Rocket's Factory,"N,RH"
ASC,676016,Team Rocket's Giovanni,"N,RH"
ASC,676017,Team Rocket's Great Ball,"N,RH"
ASC,676018,Team Rocket's Hypnotizer,"N,RH"
ASC,676019,Team Rocket's Petrel,"N,RH"
ASC,676020,Team Rocket's Proton,"N,RH"
ASC,676021,Team Rocket's Transceiver - 209/217,"N,RH"
ASC,676022,Team Rocket's Watchtower,"N,RH"
ASC,676023,Thick Scale,"N,RH"
ASC,676024,Tool Scrapper,"N,RH"
ASC,676025,Ultra Ball - 213/217,"N,RH"
ASC,676026,Urbain,"N,RH"
ASC,676027,Waitress,"N,RH"
ASC,676028,Prism Energy,"N,RH"
ASC,676029,Team Rocket's Energy,"N,RH"
ASC,676030,Erika's Tangela - 218/217,H
ASC,676031,Beautifly - 219/217,H
ASC,676032,Dustox - 220/217,H
ASC,676033,Budew - 221/217,H
ASC,676034,Ethan's Magcargo - 222/217,H
ASC,676035,Numel - 223/217,H
ASC,676036,Salazzle - 224/217,H
ASC,676037,Scorbunny - 225/217,H
ASC,676038,Psyduck - 226/217,H
ASC,676039,Snorunt - 227/217,H
ASC,676040,Weavile - 228/217,H
ASC,676041,Heliolisk - 229/217,H
ASC,676042,Vikavolt - 230/217,H
ASC,676043,Iono's Wattrel - 231/217,H
ASC,676044,Marill - 232/217,H
ASC,676045,Misdreavus - 233/217,H
ASC,676046,Banette - 234/217,H
ASC,676047,Togekiss - 235/217,H
ASC,676048,Slurpuff - 236/217,H
ASC,676049,Hop's Trevenant - 237/217,H
ASC,676050,Team Rocket's Mimikyu - 238/217,H
ASC,676051,Team Rocket's Dugtrio - 239/217,H
ASC,676052,Hitmontop - 240/217,H
ASC,676053,Medicham - 241/217,H
ASC,676054,Carbink - 242/217,H
ASC,676055,Mightyena - 243/217,H
